transaction_id,customer_id,customer_name,customer_region,customer_stated_risk,bank_id,bank_name,compliance_score,amount,txn_date,location,flag_large_amount,flag_high_frequency_customer,flag_high_risk_location,flag_low_compliance_bank,sanctions_flag,behavioural_score,fraud_score,severity,requires_analyst_review
300,216,Charles Martinez,North,Medium,848,Bank 848,0.58,8480.02,2024-02-24,North Carlosport,0,0,0,1,1,1,2,Medium,0
504,343,Christopher Anderson,North,Medium,401,Bank 401,0.78,8419.59,2024-02-29,Garciabury,0,1,0,0,1,1,2,Medium,0
151,585,Wesley Wallace,North,High,871,Bank 871,0.7,8389.31,2024-04-19,Michaelhaven,0,0,1,0,1,1,2,Medium,0
466,199,Michelle Stafford,South,Low,969,Bank 969,0.97,8385.43,2024-06-04,Port Dana,0,0,1,0,1,1,2,Medium,0
297,351,Jeremy Blake,South,Low,776,Bank 776,0.54,8329.63,2024-07-20,Brendaport,0,0,0,1,1,1,2,Medium,0
88,966,Christopher Palmer,North,Low,52,Bank 52,0.79,8320.39,2024-01-15,North Sheila,0,0,1,0,1,1,2,Medium,0
483,511,Rebecca Murray,East,Medium,264,Bank 264,0.86,8287.55,2024-02-08,Watsonmouth,0,0,1,0,1,1,2,Medium,0
223,534,Dwayne Mcdonald,West,Medium,666,Bank 666,0.79,8269.02,2023-11-23,East Laurie,0,0,1,0,1,1,2,Medium,0
772,786,Deborah Reyes,East,High,199,Bank 199,0.63,8266.1,2024-04-09,Lake Rodney,0,1,0,0,1,1,2,Medium,0
447,812,Barbara Williams,North,High,719,Bank 719,0.72,8165.41,2023-11-26,Davidton,0,0,1,0,1,1,2,Medium,0
572,693,Austin Perkins,South,High,235,Bank 235,0.79,8122.23,2024-04-22,North Julie,0,0,1,0,1,1,2,Medium,0
228,268,Ryan Fox,South,High,314,Bank 314,1.0,8119.76,2024-03-09,Port Jonathan,0,1,0,0,1,1,2,Medium,0
263,299,Mark Ritter,East,Low,627,Bank 627,0.59,8088.19,2024-02-14,Danielsside,0,0,0,1,1,1,2,Medium,0
547,712,Jaime Shepard,North,Medium,146,Bank 146,0.6,8086.58,2024-06-30,Daniellemouth,0,0,1,0,1,1,2,Medium,0
392,483,Chad Green,West,High,691,Bank 691,0.89,8077.89,2024-11-13,New Manuelside,0,0,1,0,1,1,2,Medium,0
270,593,Erica Marquez,East,Low,414,Bank 414,0.69,8046.96,2024-11-10,Jonesville,0,0,1,0,1,1,2,Medium,0
800,120,Melinda Rodriguez,East,Low,171,Bank 171,0.75,8034.61,2024-03-30,Michaelfort,0,0,1,0,1,1,2,Medium,0
880,717,Albert Freeman,North,Medium,157,Bank 157,0.62,8022.0,2024-03-30,Port Jeanette,0,0,1,0,1,1,2,Medium,0
156,559,Kathryn Rice,North,High,49,Bank 49,0.89,8011.53,2024-04-12,Josephton,0,0,1,0,1,1,2,Medium,0
232,176,Julie Walker,West,High,123,Bank 123,0.8,7954.56,2024-02-05,Briannahaven,0,0,1,0,1,1,2,Medium,0
317,714,Alexis Wilson,West,Medium,202,Bank 202,0.83,7879.18,2024-06-07,Mariastad,0,1,0,0,1,1,2,Medium,0
612,795,Crystal Schultz,West,High,148,Bank 148,0.88,7837.58,2024-09-17,Port Shannonhaven,0,0,1,0,1,1,2,Medium,0
541,721,John Flynn,West,High,233,Bank 233,0.78,7831.37,2024-09-28,North Randystad,0,0,1,0,1,1,2,Medium,0
141,199,Michelle Stafford,South,Low,547,Bank 547,0.92,7797.02,2024-05-08,Smithshire,0,0,1,0,1,1,2,Medium,0
57,169,Nathan Velasquez,East,Medium,629,Bank 629,0.64,7767.43,2024-11-19,West John,0,0,1,0,1,1,2,Medium,0
516,18,Frank Myers,West,Medium,617,Bank 617,0.75,7750.07,2024-07-26,West Natalie,0,0,1,0,1,1,2,Medium,0
482,478,Carol Ward,East,High,313,Bank 313,0.75,7721.13,2024-11-05,East Belindatown,0,0,1,0,1,1,2,Medium,0
26,308,Cynthia Phillips,East,Low,243,Bank 243,0.55,7711.75,2024-11-18,West Philipstad,0,0,0,1,1,1,2,Medium,0
973,387,Ashley Dean,West,Medium,793,Bank 793,0.82,7653.14,2024-02-16,New Angelicafurt,0,0,1,0,1,1,2,Medium,0
760,753,Thomas Haney,North,Medium,646,Bank 646,0.95,7646.19,2024-09-20,Donaldhaven,0,0,1,0,1,1,2,Medium,0
344,929,Roger Larson,East,Low,845,Bank 845,0.53,7643.69,2024-08-29,North Clarence,0,0,0,1,1,1,2,Medium,0
736,230,Gabriela Clark,North,Low,496,Bank 496,0.59,7635.07,2024-05-12,Ariasmouth,0,0,0,1,1,1,2,Medium,0
971,623,Michael Maldonado,South,High,470,Bank 470,0.56,7631.71,2024-10-10,Mcleanville,0,0,0,1,1,1,2,Medium,0
21,25,Laura Smith,South,Low,434,Bank 434,0.65,7610.93,2024-04-19,Port Robertstad,0,0,1,0,1,1,2,Medium,0
864,609,Rachel Townsend,North,High,493,Bank 493,0.97,7579.24,2023-12-28,Terristad,0,0,1,0,1,1,2,Medium,0
471,416,Nicholas Sloan,North,Medium,308,Bank 308,0.99,7531.77,2024-02-24,Richardchester,0,0,1,0,1,1,2,Medium,0
206,887,Justin Davies,South,Medium,499,Bank 499,0.54,7506.58,2024-05-14,Port Nicholasshire,0,0,1,1,0,2,2,Medium,0
409,626,Deborah Harris,East,Low,941,Bank 941,0.78,7486.47,2023-12-13,Atkinschester,0,0,1,0,1,1,2,Medium,0
70,387,Ashley Dean,West,Medium,243,Bank 243,0.55,7462.16,2024-09-09,Leborough,0,0,0,1,1,1,2,Medium,0
182,798,Gene Perry,South,Low,393,Bank 393,0.82,7436.33,2024-07-07,West Travis,0,0,1,0,1,1,2,Medium,0
742,481,Jenna Payne,North,Low,733,Bank 733,0.58,7374.96,2023-12-02,New Natalie,0,0,0,1,1,1,2,Medium,0
556,275,Linda Lee,West,Low,566,Bank 566,0.89,7354.65,2024-09-16,East Todd,0,0,1,0,1,1,2,Medium,0
930,498,Brian Thompson,South,Low,804,Bank 804,0.67,7340.07,2023-12-27,Lynchland,0,0,1,0,1,1,2,Medium,0
42,876,April Reed,East,High,744,Bank 744,0.75,7334.72,2023-12-16,Lake Kennethland,0,0,1,0,1,1,2,Medium,0
293,400,Mary Brewer,South,Low,985,Bank 985,0.91,7321.32,2024-02-20,Roytown,0,1,0,0,1,1,2,Medium,0
713,996,Chad Lambert,West,Medium,906,Bank 906,0.72,7318.22,2024-04-27,Port David,0,0,1,0,1,1,2,Medium,0
683,859,Darren Bernard,West,High,612,Bank 612,0.9,7303.01,2024-08-25,Marvinchester,0,0,1,0,1,1,2,Medium,0
582,285,Daniel Smith,South,Low,686,Bank 686,0.67,7300.91,2024-09-29,Phillipsview,0,0,1,0,1,1,2,Medium,0
514,671,Alyssa Quinn,East,High,999,Bank 999,0.76,7195.54,2023-12-29,Port Gregory,0,0,1,0,1,1,2,Medium,0
289,72,Bradley Lewis,North,Low,405,Bank 405,0.82,7190.82,2024-03-17,North Shannon,0,0,1,0,1,1,2,Medium,0
302,475,Isaac Hutchinson,North,Low,610,Bank 610,0.97,7181.1,2024-07-16,Stephanieshire,0,0,1,0,1,1,2,Medium,0
426,351,Jeremy Blake,South,Low,88,Bank 88,0.52,7167.22,2024-07-06,Velasquezport,0,0,0,1,1,1,2,Medium,0
472,423,Joshua Ortiz,South,Medium,965,Bank 965,0.95,7153.5,2024-08-26,Aaronborough,0,0,1,0,1,1,2,Medium,0
620,407,Steven Griffith,West,High,442,Bank 442,0.66,7128.07,2024-05-30,Deborahside,0,0,1,0,1,1,2,Medium,0
847,728,Andrew Bell,West,Medium,147,Bank 147,0.59,7081.95,2024-11-13,New Lisastad,0,0,0,1,1,1,2,Medium,0
529,160,Sylvia Hess DVM,East,Low,616,Bank 616,0.66,7065.13,2024-02-11,Andrealand,0,0,1,0,1,1,2,Medium,0
114,645,Kristen Sanchez,West,Low,924,Bank 924,0.59,7054.76,2023-11-26,Salazarfort,0,0,0,1,1,1,2,Medium,0
894,251,Christopher Moore,West,High,1001,Bank 1001,0.66,7046.31,2024-07-06,West Susanburgh,0,0,1,0,1,1,2,Medium,0
970,52,Briana Johnson,East,Low,696,Bank 696,0.95,7025.51,2024-01-30,Nancybury,0,0,1,0,1,1,2,Medium,0
89,161,Timothy Moore,South,Medium,381,Bank 381,0.66,7020.76,2024-08-02,Port Brent,0,0,1,0,1,1,2,Medium,0
373,284,Jennifer Coleman,East,Low,906,Bank 906,0.72,6981.48,2023-12-06,Kristinfort,0,0,1,0,1,1,2,Medium,0
196,553,Erika Stewart MD,East,Medium,789,Bank 789,0.61,6954.15,2023-12-18,Barrettmouth,0,0,1,0,1,1,2,Medium,0
502,541,Scott Watson,North,High,694,Bank 694,0.56,6935.92,2024-09-20,Townsendport,0,0,0,1,1,1,2,Medium,0
915,670,Jennifer Johnson,North,High,482,Bank 482,0.71,6929.89,2024-07-05,Douglasfurt,0,0,1,0,1,1,2,Medium,0
266,924,Shelby Howell,North,Low,176,Bank 176,0.54,6913.32,2024-05-20,North Douglas,0,0,0,1,1,1,2,Medium,0
233,614,James Schmidt,North,High,386,Bank 386,0.56,6886.38,2024-08-06,Lake Michael,0,0,0,1,1,1,2,Medium,0
959,13,Sarah Harper,East,Low,925,Bank 925,0.87,6884.99,2024-05-15,West Jessicaton,0,0,1,0,1,1,2,Medium,0
113,503,Charles Willis,South,High,849,Bank 849,0.8,6850.81,2024-06-16,Danielmouth,0,0,1,0,1,1,2,Medium,0
455,788,Michael Soto,North,High,838,Bank 838,0.51,6827.54,2024-11-07,Port Kathyfort,0,0,0,1,1,1,2,Medium,0
374,24,Carolyn Gilmore,West,Low,480,Bank 480,0.77,6825.12,2024-08-20,South Gary,0,0,1,0,1,1,2,Medium,0
730,140,Kevin Larson,West,Low,257,Bank 257,0.5,6809.58,2024-06-12,East Matthew,0,0,0,1,1,1,2,Medium,0
384,706,Diana Torres,South,Low,481,Bank 481,0.77,6808.62,2024-01-27,Lake Thomas,0,0,1,0,1,1,2,Medium,0
708,77,Elizabeth Davidson,South,Low,441,Bank 441,0.57,6801.69,2024-10-24,South Alexandria,0,0,0,1,1,1,2,Medium,0
68,292,Richard Lewis,West,High,240,Bank 240,0.73,6766.39,2024-08-11,Port Stephenland,0,0,1,0,1,1,2,Medium,0
470,926,Judith Kennedy,South,High,212,Bank 212,0.92,6761.3,2024-03-10,Shanebury,0,0,1,0,1,1,2,Medium,0
400,892,Oscar Greene DVM,South,Low,323,Bank 323,0.72,6753.55,2024-06-09,Sarahland,0,0,1,0,1,1,2,Medium,0
739,460,Tina Taylor,East,Low,101,Bank 101,1.0,6739.74,2024-08-05,South Madisonside,0,0,1,0,1,1,2,Medium,0
752,838,Christine Ramirez,North,Medium,743,Bank 743,0.53,6738.57,2024-04-24,Port Lauren,0,0,1,1,0,2,2,Medium,0
873,960,Matthew Taylor,East,High,646,Bank 646,0.95,6711.31,2024-11-07,North Laurenmouth,0,0,1,0,1,1,2,Medium,0
656,578,Melinda Alvarado,West,Low,61,Bank 61,0.52,6709.07,2023-12-30,South Stevenside,0,0,0,1,1,1,2,Medium,0
16,659,James Juarez,South,Low,673,Bank 673,0.54,6688.2,2024-08-24,Jenniferton,0,0,0,1,1,1,2,Medium,0
148,431,Sandra Mathis,South,Medium,525,Bank 525,0.67,6655.74,2024-05-28,Lake Amandaside,0,0,1,0,1,1,2,Medium,0
404,742,Thomas Wright,West,High,467,Bank 467,0.5,6655.1,2024-09-02,Mindyfort,0,0,0,1,1,1,2,Medium,0
280,223,Dawn Wilson,North,High,552,Bank 552,0.78,6647.48,2024-03-15,Taylorville,0,0,1,0,1,1,2,Medium,0
840,512,Erica Rogers,West,High,1010,Bank 1010,0.8,6572.08,2024-08-25,Griffithville,0,0,1,0,1,1,2,Medium,0
592,855,Michael Hunt,North,Low,313,Bank 313,0.75,6540.42,2024-11-04,Brewermouth,0,0,1,0,1,1,2,Medium,0
836,661,Carlos Salas,East,Medium,935,Bank 935,0.86,6536.11,2024-08-28,South Dianehaven,0,0,1,0,1,1,2,Medium,0
440,319,Shelia Carroll,North,High,18,Bank 18,0.57,6503.59,2024-03-14,Cooperborough,0,0,0,1,1,1,2,Medium,0
176,72,Bradley Lewis,North,Low,995,Bank 995,0.94,6493.33,2024-03-29,Perryhaven,0,0,1,0,1,1,2,Medium,0
444,177,Kimberly Martin,South,Low,475,Bank 475,0.53,6463.99,2024-07-09,Baldwinport,0,0,0,1,1,1,2,Medium,0
453,21,Michelle Hart,West,Medium,806,Bank 806,0.54,6445.35,2024-05-28,Port Bonnie,0,0,0,1,1,1,2,Medium,0
902,29,Becky Hughes DVM,South,High,43,Bank 43,0.85,6418.22,2024-06-07,New Spencer,0,0,1,0,1,1,2,Medium,0
216,989,Ashley Herrera,West,Low,879,Bank 879,0.67,6409.55,2024-06-18,West Lisaborough,0,0,1,0,1,1,2,Medium,0
679,162,Bryan Galloway,East,Medium,488,Bank 488,0.81,6408.91,2024-07-29,Kristenside,0,0,1,0,1,1,2,Medium,0
385,822,William Thompson,South,Medium,469,Bank 469,0.85,6405.71,2024-08-20,South Kyleburgh,0,0,1,0,1,1,2,Medium,0
695,909,Christie Johnson,West,Medium,133,Bank 133,0.85,6395.74,2024-08-09,South Sharon,0,0,1,0,1,1,2,Medium,0
698,537,Alexa Shelton,South,Low,800,Bank 800,0.88,6392.35,2024-03-09,Turnerfort,0,0,1,0,1,1,2,Medium,0
41,255,Cody Baker,West,Low,153,Bank 153,0.65,6382.82,2024-03-01,Lake Dianaton,0,0,1,0,1,1,2,Medium,0
279,309,Eric Howell,South,High,202,Bank 202,0.83,6343.65,2023-12-24,Port Robert,0,0,1,0,1,1,2,Medium,0
896,766,Robert Davidson,East,Low,835,Bank 835,0.83,6338.1,2024-04-25,West Jeffreyhaven,0,0,1,0,1,1,2,Medium,0
672,965,Margaret Gomez,West,High,33,Bank 33,0.61,6296.23,2024-03-14,Michaelport,0,0,1,0,1,1,2,Medium,0
573,753,Thomas Haney,North,Medium,704,Bank 704,0.92,6290.98,2024-08-13,Vanessastad,0,0,1,0,1,1,2,Medium,0
859,33,Tammy Lopez,North,Medium,130,Bank 130,0.6,6234.57,2024-07-04,North William,0,0,1,0,1,1,2,Medium,0
960,732,Frank Harris,West,Low,511,Bank 511,0.53,6209.58,2024-01-05,Stonehaven,0,0,0,1,1,1,2,Medium,0
305,802,Sarah Roberts,North,Low,947,Bank 947,0.66,6191.57,2024-01-03,Ryanton,0,0,1,0,1,1,2,Medium,0
227,4,James Campbell,South,Low,873,Bank 873,0.68,6185.55,2024-11-19,West Elizabethchester,0,1,0,0,1,1,2,Medium,0
714,910,Gabriella Rivera,South,High,181,Bank 181,0.69,6176.08,2024-08-14,Kathyborough,0,0,1,0,1,1,2,Medium,0
994,472,Brett Morrison,East,High,519,Bank 519,0.82,6168.77,2024-09-24,Jordanland,0,0,1,0,1,1,2,Medium,0
914,749,Laura Wright,South,High,225,Bank 225,0.73,6155.52,2024-09-30,New Ethan,0,0,1,0,1,1,2,Medium,0
724,911,Gary Whitaker,East,High,996,Bank 996,0.77,6140.46,2023-12-12,West Christopher,0,0,1,0,1,1,2,Medium,0
449,867,Eric White,West,Medium,776,Bank 776,0.54,6112.06,2024-06-17,West Michaelside,0,0,0,1,1,1,2,Medium,0
359,957,Lisa Olson,North,High,988,Bank 988,0.97,6103.91,2024-05-24,New Angelaburgh,0,0,1,0,1,1,2,Medium,0
351,210,Alexis Holt,North,Low,879,Bank 879,0.67,6094.4,2024-10-22,Sampsonland,0,0,1,0,1,1,2,Medium,0
538,167,Joshua Wolf,North,Low,888,Bank 888,0.87,6089.18,2024-01-30,West Courtney,0,0,1,0,1,1,2,Medium,0
226,834,Kimberly Thompson,East,High,199,Bank 199,0.63,6060.93,2024-11-01,South Tyler,0,0,1,0,1,1,2,Medium,0
715,249,Janet Anderson DDS,North,Low,98,Bank 98,0.51,6058.5,2023-12-09,Austinview,0,0,0,1,1,1,2,Medium,0
398,364,Jennifer Hawkins,West,High,408,Bank 408,0.73,6032.56,2024-05-31,Petersonhaven,0,0,1,0,1,1,2,Medium,0
990,909,Christie Johnson,West,Medium,311,Bank 311,0.92,6013.79,2024-06-19,Tinaside,0,0,1,0,1,1,2,Medium,0
833,59,Rachel Avila,West,High,885,Bank 885,0.7,6010.86,2024-01-01,Watsonside,0,0,1,0,1,1,2,Medium,0
204,800,Benjamin Reyes,East,Medium,164,Bank 164,0.64,6004.44,2024-05-18,New Jenniferbury,0,0,1,0,1,1,2,Medium,0
172,350,Linda Taylor,North,Low,600,Bank 600,0.66,6001.63,2024-11-08,Larryside,0,0,1,0,1,1,2,Medium,0
49,817,Evan Campbell,West,Low,869,Bank 869,0.82,5989.25,2024-08-05,Port Dawnmouth,0,0,1,0,1,1,2,Medium,0
644,784,Jessica Rubio,East,High,413,Bank 413,0.87,5950.8,2024-11-06,Floreston,0,1,0,0,1,1,2,Medium,0
659,564,Alicia Gonzalez,East,Low,191,Bank 191,0.89,5939.31,2024-09-02,Boothport,0,0,1,0,1,1,2,Medium,0
313,680,Monica Cook DDS,West,High,612,Bank 612,0.9,5933.81,2024-03-14,Scottshire,0,0,1,0,1,1,2,Medium,0
920,579,Tony Stokes,South,High,733,Bank 733,0.58,5929.0,2024-08-22,North Felicia,0,0,1,1,0,2,2,Medium,0
506,299,Mark Ritter,East,Low,515,Bank 515,0.81,5916.62,2024-10-03,South Mollybury,0,0,1,0,1,1,2,Medium,0
395,555,Nathan Garza,North,Low,656,Bank 656,0.81,5857.3,2024-03-23,Whiteborough,0,0,1,0,1,1,2,Medium,0
341,364,Jennifer Hawkins,West,High,884,Bank 884,0.56,5852.85,2024-08-02,Jordanchester,0,0,0,1,1,1,2,Medium,0
129,849,Sarah Mccarty,West,Low,788,Bank 788,0.91,5801.69,2024-10-30,New Christy,0,0,1,0,1,1,2,Medium,0
377,506,Destiny Montgomery,North,Low,148,Bank 148,0.88,5776.99,2024-01-30,Terriland,0,0,1,0,1,1,2,Medium,0
725,23,Stephanie Cummings,South,Low,759,Bank 759,0.58,5772.74,2024-08-03,North Sergiohaven,0,0,0,1,1,1,2,Medium,0
397,957,Lisa Olson,North,High,720,Bank 720,0.89,5760.31,2024-08-24,New Courtneyborough,0,0,1,0,1,1,2,Medium,0
905,878,John Fisher,North,Medium,54,Bank 54,0.81,5750.59,2024-06-04,Lake Joseph,0,0,1,0,1,1,2,Medium,0
272,732,Frank Harris,West,Low,557,Bank 557,0.58,5719.44,2024-11-19,Lake James,0,0,0,1,1,1,2,Medium,0
363,735,Jamie Morgan,East,Medium,608,Bank 608,0.76,5704.01,2024-01-04,Christophertown,0,0,1,0,1,1,2,Medium,0
119,978,Jeremy Hays,North,Medium,675,Bank 675,0.97,5689.5,2024-05-06,West Christine,0,0,1,0,1,1,2,Medium,0
589,963,Debbie Clark,East,Low,896,Bank 896,0.69,5682.56,2024-01-28,Joannfurt,0,0,1,0,1,1,2,Medium,0
519,374,Matthew Foster,North,High,740,Bank 740,0.82,5678.63,2024-06-30,West Lisa,0,0,1,0,1,1,2,Medium,0
688,787,Max Lloyd,East,Low,455,Bank 455,0.86,5671.71,2023-12-31,Lake Erik,0,0,1,0,1,1,2,Medium,0
291,247,Rachel Sims,North,Low,285,Bank 285,0.54,5667.24,2024-05-01,New Luishaven,0,1,0,1,0,2,2,Medium,0
434,721,John Flynn,West,High,993,Bank 993,0.97,5626.44,2024-11-06,Markmouth,0,0,1,0,1,1,2,Medium,0
608,934,Spencer Woods,West,Low,399,Bank 399,0.58,5625.84,2023-11-30,North Shari,0,0,0,1,1,1,2,Medium,0
577,160,Sylvia Hess DVM,East,Low,524,Bank 524,0.66,5624.12,2024-01-30,Ronnieville,0,0,1,0,1,1,2,Medium,0
399,259,Christopher Moore,West,High,630,Bank 630,0.74,5586.2,2024-08-03,New Markstad,0,0,1,0,1,1,2,Medium,0
786,494,Steven Ochoa,South,Medium,580,Bank 580,0.52,5585.25,2023-12-09,Moorefort,0,0,0,1,1,1,2,Medium,0
625,471,William Cook,West,High,838,Bank 838,0.51,5555.32,2024-05-01,Grimesburgh,0,0,0,1,1,1,2,Medium,0
503,113,Steven Hansen PhD,East,Low,262,Bank 262,0.69,5553.1,2023-11-28,Eugeneville,0,0,1,0,1,1,2,Medium,0
939,846,Travis Reyes,North,Low,103,Bank 103,0.97,5547.11,2024-04-17,Williamsfort,0,0,1,0,1,1,2,Medium,0
548,412,Sandra Cervantes,West,Low,647,Bank 647,0.74,5494.18,2024-05-15,Cassandrahaven,0,0,1,0,1,1,2,Medium,0
286,838,Christine Ramirez,North,Medium,511,Bank 511,0.53,5490.4,2024-03-08,Jamesborough,0,0,1,1,0,2,2,Medium,0
325,714,Alexis Wilson,West,Medium,602,Bank 602,0.9,5466.56,2023-11-26,Hendersonbury,0,1,0,0,1,1,2,Medium,0
308,187,Linda Robinson,West,High,927,Bank 927,0.71,5439.16,2024-10-21,Kochville,0,0,1,0,1,1,2,Medium,0
474,217,Andrew Golden,East,High,755,Bank 755,0.84,5426.31,2024-10-17,Lake Anthonyshire,0,0,1,0,1,1,2,Medium,0
928,191,Mr. Justin Taylor,South,High,530,Bank 530,0.5,5402.23,2024-04-26,South Debra,0,0,0,1,1,1,2,Medium,0
866,859,Darren Bernard,West,High,82,Bank 82,0.63,5390.74,2023-12-09,West Matthew,0,0,1,0,1,1,2,Medium,0
568,955,Rachel Bell,South,Low,128,Bank 128,0.75,5367.5,2024-11-02,Reidmouth,0,1,0,0,1,1,2,Medium,0
918,778,Mark Rogers,East,Low,184,Bank 184,1.0,5358.12,2024-11-04,East Kristin,0,0,1,0,1,1,2,Medium,0
462,158,Shannon Allen,North,Low,535,Bank 535,0.55,5251.13,2024-06-06,Samanthaport,0,0,0,1,1,1,2,Medium,0
448,155,Christopher Anderson,North,Low,768,Bank 768,0.77,5205.17,2024-06-26,Mckinneyside,0,0,1,0,1,1,2,Medium,0
246,687,Anna Patterson,East,High,250,Bank 250,0.83,5164.46,2024-05-22,New Andrew,0,0,1,0,1,1,2,Medium,0
934,244,Jack Barnes,South,High,121,Bank 121,0.9,5153.8,2024-04-27,North Jaredhaven,0,0,1,0,1,1,2,Medium,0
976,723,Jeffrey Garrett,South,Low,455,Bank 455,0.86,5130.16,2023-12-13,East Jeffreystad,0,0,1,0,1,1,2,Medium,0
883,371,Tonya Lane,East,Low,867,Bank 867,0.57,5123.12,2024-03-17,Port Brittany,0,0,0,1,1,1,2,Medium,0
623,76,Chelsea Bradley,West,Medium,801,Bank 801,0.92,5108.84,2024-11-04,Susantown,0,0,1,0,1,1,2,Medium,0
489,524,Michelle Bennett MD,North,Low,23,Bank 23,0.79,5085.23,2024-11-18,Lake Marissa,0,0,1,0,1,1,2,Medium,0
921,568,Annette Adams,South,Medium,876,Bank 876,0.55,5059.83,2024-06-03,Lake Taylorside,0,0,0,1,1,1,2,Medium,0
422,519,James Osborne,North,Low,50,Bank 50,0.84,5045.59,2023-12-23,Wolfemouth,0,0,1,0,1,1,2,Medium,0
945,987,Denise Maldonado,West,Medium,440,Bank 440,0.88,5040.11,2024-03-21,New Cynthiafort,0,0,1,0,1,1,2,Medium,0
924,213,Cameron Stafford,West,Medium,698,Bank 698,0.88,5013.57,2024-01-07,New Brian,0,0,1,0,1,1,2,Medium,0
615,449,Jeffery Thomas,West,Medium,616,Bank 616,0.66,4974.08,2024-05-26,Lake Paul,0,0,1,0,1,1,2,Medium,0
463,246,Stephen Vega,West,Medium,1001,Bank 1001,0.66,4942.58,2024-08-06,South Adamton,0,0,1,0,1,1,2,Medium,0
234,348,Kathleen Collins,South,Medium,44,Bank 44,0.95,4915.54,2024-10-15,West Diane,0,0,1,0,1,1,2,Medium,0
950,89,Christina Cross,South,Low,567,Bank 567,0.98,4909.12,2024-05-07,North Natasha,0,0,1,0,1,1,2,Medium,0
322,249,Janet Anderson DDS,North,Low,147,Bank 147,0.59,4906.96,2023-11-28,South Sarahton,0,0,0,1,1,1,2,Medium,0
224,464,Joshua Richard,North,Low,123,Bank 123,0.8,4875.58,2024-09-18,Lake Patrickside,0,0,1,0,1,1,2,Medium,0
43,706,Diana Torres,South,Low,51,Bank 51,0.76,4871.09,2024-06-30,Littleview,0,0,1,0,1,1,2,Medium,0
475,95,Amy Bates,East,Medium,963,Bank 963,0.84,4851.24,2024-01-19,Lake Stacy,0,0,1,0,1,1,2,Medium,0
82,643,Shannon Ramirez,South,Medium,781,Bank 781,0.79,4822.18,2024-09-18,Port Nancy,0,0,1,0,1,1,2,Medium,0
740,15,Johnny Wilson,South,Low,465,Bank 465,0.64,4809.83,2024-09-30,Port Joshuamouth,0,0,1,0,1,1,2,Medium,0
33,460,Tina Taylor,East,Low,471,Bank 471,0.97,4787.91,2024-06-21,North Lisabury,0,0,1,0,1,1,2,Medium,0
407,475,Isaac Hutchinson,North,Low,52,Bank 52,0.79,4782.78,2024-08-22,Kimview,0,0,1,0,1,1,2,Medium,0
869,831,Samantha Thompson,North,Low,290,Bank 290,0.87,4776.3,2024-01-04,Suefurt,0,0,1,0,1,1,2,Medium,0
770,377,Joseph Lowe,North,Low,996,Bank 996,0.77,4709.74,2024-11-04,Gilmoreburgh,0,0,1,0,1,1,2,Medium,0
632,779,Daniel Hawkins,West,Medium,517,Bank 517,0.91,4705.28,2024-06-29,New Angelafurt,0,0,1,0,1,1,2,Medium,0
817,408,Sherry Wells,East,Low,952,Bank 952,0.63,4705.23,2024-07-09,Port Christopherville,0,0,1,0,1,1,2,Medium,0
408,797,Nicole Medina,East,High,652,Bank 652,0.84,4704.76,2024-08-20,West Sharonburgh,0,0,1,0,1,1,2,Medium,0
671,674,Aaron Rivera,West,High,605,Bank 605,0.74,4700.21,2024-02-22,Ramosborough,0,0,1,0,1,1,2,Medium,0
596,548,Daniel Anderson,East,Low,589,Bank 589,0.68,4662.69,2024-03-13,East Teresabury,0,0,1,0,1,1,2,Medium,0
853,127,Gina Rios,North,Medium,313,Bank 313,0.75,4648.43,2024-02-25,East Victoriafort,0,0,1,0,1,1,2,Medium,0
645,780,Tanner Weaver,North,Low,928,Bank 928,0.66,4610.14,2024-03-16,Veronicaton,0,0,1,0,1,1,2,Medium,0
609,784,Jessica Rubio,East,High,709,Bank 709,0.94,4580.7,2024-05-22,New Angieton,0,1,0,0,1,1,2,Medium,0
791,119,Joanna Johns,South,Medium,128,Bank 128,0.75,4576.08,2024-09-30,Hernandezside,0,0,1,0,1,1,2,Medium,0
809,881,Alyssa Roberts,South,Medium,638,Bank 638,0.87,4560.93,2024-02-24,Lake Nicolemouth,0,0,1,0,1,1,2,Medium,0
451,378,Jennifer Rodriguez,East,Medium,154,Bank 154,0.79,4558.89,2024-07-20,Johnport,0,0,1,0,1,1,2,Medium,0
844,175,Anthony Gonzales,South,Low,502,Bank 502,0.66,4553.08,2024-10-13,Lake Keithview,0,0,1,0,1,1,2,Medium,0
943,498,Brian Thompson,South,Low,497,Bank 497,0.65,4512.23,2024-10-17,Kingtown,0,0,1,0,1,1,2,Medium,0
28,742,Thomas Wright,West,High,686,Bank 686,0.67,4510.92,2024-02-26,Shawland,0,0,1,0,1,1,2,Medium,0
264,263,Travis Taylor,North,Medium,960,Bank 960,0.75,4503.43,2024-05-29,East Richardville,0,0,1,0,1,1,2,Medium,0
803,524,Michelle Bennett MD,North,Low,622,Bank 622,0.92,4490.24,2024-03-19,Kevintown,0,0,1,0,1,1,2,Medium,0
834,423,Joshua Ortiz,South,Medium,433,Bank 433,0.84,4461.35,2024-10-30,West Henryshire,0,0,1,0,1,1,2,Medium,0
788,621,David Williamson,North,High,15,Bank 15,0.59,4419.37,2024-10-28,Cohenside,0,0,0,1,1,1,2,Medium,0
