customer_id,name,region,stated_risk_level,txn_frequency,avg_txn_amount,total_txn_amount,max_txn_amount,high_risk_txn_count,large_txn_count,sanction_count,first_txn_date,last_txn_date
310,Diane Owen,East,Medium,1,3349.29,3349.29,3349.29,1,0,1,2023-12-01,2023-12-01
311,James King,West,Medium,1,9571.68,9571.68,9571.68,0,1,0,2024-09-04,2024-09-04
312,Jessica Lambert,West,Medium,0,,0.0,,0,0,2,,
313,Jared Garcia,South,Medium,0,,0.0,,0,0,0,,
314,Lisa Colon,West,Low,2,7113.41,14226.83,9683.82,1,1,1,2023-12-03,2024-04-07
315,James Garrett,East,Low,3,8090.54,24271.63,8851.2,1,0,0,2024-02-01,2024-04-17
316,Paul Harmon,East,High,2,2362.39,4724.79,4120.22,2,0,0,2023-12-20,2024-03-19
317,Kimberly Ramirez,West,Medium,0,,0.0,,0,0,2,,
318,Andrea Tanner,West,High,1,4020.19,4020.19,4020.19,1,0,0,2024-05-04,2024-05-04
319,Shelia Carroll,North,High,2,7068.52,14137.05,7633.46,1,0,1,2024-02-10,2024-03-14
320,Renee Lopez,East,High,1,5609.28,5609.28,5609.28,0,0,0,2024-08-29,2024-08-29
321,Kelli Gutierrez,East,Medium,1,6578.16,6578.16,6578.16,0,0,2,2024-01-16,2024-01-16
322,Erin Fox,East,High,0,,0.0,,0,0,0,,
323,John Crane,South,Medium,2,5541.02,11082.04,6208.19,1,0,1,2024-02-17,2024-10-08
324,Adam Hall,North,Medium,0,,0.0,,0,0,0,,
325,Benjamin Johnston,East,Medium,1,2712.13,2712.13,2712.13,1,0,0,2024-10-30,2024-10-30
326,Maria Martin,South,Low,1,9293.79,9293.79,9293.79,0,1,1,2024-05-16,2024-05-16
327,Lisa Snyder,West,Low,0,,0.0,,0,0,1,,
328,Brandon Wright,North,Medium,0,,0.0,,0,0,5,,
329,Daniel Boone,West,Low,0,,0.0,,0,0,1,,
330,Katherine Baker,North,Low,0,,0.0,,0,0,0,,
331,Melissa Rojas,West,Low,1,1625.93,1625.93,1625.93,0,0,1,2024-03-23,2024-03-23
332,Amber Huff,South,High,0,,0.0,,0,0,2,,
333,Christian Escobar,West,High,0,,0.0,,0,0,2,,
334,Donna Coleman,West,Low,0,,0.0,,0,0,1,,
335,Stephen Jackson,South,Medium,1,4011.08,4011.08,4011.08,0,0,1,2024-02-19,2024-02-19
336,Laura Jimenez,East,High,0,,0.0,,0,0,1,,
337,Paul Foley,East,High,1,6501.27,6501.27,6501.27,0,0,1,2024-06-13,2024-06-13
338,Jason Davis III,East,Low,0,,0.0,,0,0,1,,
339,James Hunter,North,Medium,1,6276.0,6276.0,6276.0,0,0,2,2024-08-29,2024-08-29
340,Melissa Garcia,South,Medium,1,4372.02,4372.02,4372.02,0,0,0,2023-11-27,2023-11-27
341,Catherine Ray,East,Medium,0,,0.0,,0,0,3,,
342,Trevor Doyle,South,Medium,0,,0.0,,0,0,1,,
343,Christopher Anderson,North,Medium,5,5491.6,27458.0,8419.59,2,0,3,2023-11-23,2024-11-07
344,Sylvia Perez,North,Low,1,9525.79,9525.79,9525.79,0,1,1,2024-08-13,2024-08-13
345,Amanda Benson,North,Medium,0,,0.0,,0,0,2,,
346,John Stephens,West,High,1,3929.07,3929.07,3929.07,0,0,1,2024-02-06,2024-02-06
347,Sandra Douglas,South,Medium,1,4713.35,4713.35,4713.35,1,0,3,2024-10-10,2024-10-10
348,Kathleen Collins,South,Medium,1,4915.54,4915.54,4915.54,1,0,0,2024-10-15,2024-10-15
349,Lindsey Tran,East,Medium,1,3433.03,3433.03,3433.03,1,0,1,2024-10-02,2024-10-02
350,Linda Taylor,North,Low,3,6235.58,18706.74,9190.51,1,1,1,2024-02-21,2024-11-08
351,Jeremy Blake,South,Low,2,7748.42,15496.85,8329.63,0,0,1,2024-07-06,2024-07-20
352,John Benton,South,Low,1,5055.1,5055.1,5055.1,0,0,3,2024-08-24,2024-08-24
353,Jeremy Meyers,South,Low,0,,0.0,,0,0,0,,
354,Joanne Beltran,South,Low,0,,0.0,,0,0,0,,
355,Katie Campbell,North,Low,1,1707.44,1707.44,1707.44,0,0,2,2024-01-28,2024-01-28
356,Dakota Burton,South,High,1,9319.83,9319.83,9319.83,0,1,1,2024-10-25,2024-10-25
357,Kathryn Shelton,West,High,1,9995.9,9995.9,9995.9,1,1,2,2024-11-16,2024-11-16
358,Eric Ramos,North,Low,1,103.07,103.07,103.07,0,0,1,2023-11-24,2023-11-24
359,Matthew Reyes,West,Low,0,,0.0,,0,0,1,,
360,James Green,East,Low,0,,0.0,,0,0,2,,
361,Lori Harris,East,Medium,0,,0.0,,0,0,2,,
362,Barbara Hawkins,South,High,0,,0.0,,0,0,0,,
363,Mary Cook,North,Low,0,,0.0,,0,0,1,,
364,Jennifer Hawkins,West,High,2,5942.7,11885.41,6032.56,1,0,4,2024-05-31,2024-08-02
365,Veronica Bryant,West,Low,0,,0.0,,0,0,0,,
366,Michelle Martin,South,Medium,1,130.14,130.14,130.14,0,0,1,2024-04-23,2024-04-23
367,Nancy Morales DDS,East,High,0,,0.0,,0,0,0,,
368,Shannon King,West,Low,3,6657.08,19971.25,7292.38,0,0,0,2024-03-01,2024-07-26
369,Lauren Johnson,West,Low,3,4875.16,14625.48,9988.13,0,1,1,2024-06-17,2024-09-27
370,Tyrone Peters,South,Low,1,9045.09,9045.09,9045.09,1,1,1,2024-01-04,2024-01-04
371,Tonya Lane,East,Low,2,5231.96,10463.92,5340.8,0,0,1,2024-02-20,2024-03-17
372,Michael Arnold,North,Medium,1,9017.49,9017.49,9017.49,1,1,0,2024-05-31,2024-05-31
373,Nicole Reed,North,Low,0,,0.0,,0,0,2,,
374,Matthew Foster,North,High,2,5565.99,11131.99,5678.63,1,0,2,2024-06-23,2024-06-30
375,Juan Cruz DDS,North,Low,1,3321.99,3321.99,3321.99,0,0,1,2024-10-19,2024-10-19
376,Scott Adams,South,Low,2,5034.73,10069.47,7312.29,0,0,0,2024-06-30,2024-08-31
377,Joseph Lowe,North,Low,1,4709.74,4709.74,4709.74,1,0,2,2024-11-04,2024-11-04
378,Jennifer Rodriguez,East,Medium,1,4558.89,4558.89,4558.89,1,0,0,2024-07-20,2024-07-20
379,Brian Gonzalez,South,Low,1,2697.21,2697.21,2697.21,1,0,1,2024-08-19,2024-08-19
380,Angela Griffin,East,Medium,0,,0.0,,0,0,5,,
381,Amanda Newman,East,Low,3,3808.17,11424.52,9583.48,2,1,0,2023-12-13,2024-11-05
382,Elizabeth Taylor,East,Low,1,3820.24,3820.24,3820.24,1,0,1,2024-08-13,2024-08-13
383,Daniel Bishop,West,Low,0,,0.0,,0,0,2,,
384,Elizabeth Hoffman,South,Low,0,,0.0,,0,0,0,,
385,Patricia Schwartz,East,High,2,6864.18,13728.37,8594.71,1,0,0,2023-12-13,2024-08-13
386,Phillip Shelton,East,Medium,0,,0.0,,0,0,2,,
387,Ashley Dean,West,Medium,3,5708.38,17125.14,7653.14,2,0,2,2023-12-23,2024-09-09
388,Michael Thompson,North,Medium,1,9746.91,9746.91,9746.91,0,1,2,2024-02-16,2024-02-16
389,Michelle Watkins,West,Low,1,1555.02,1555.02,1555.02,0,0,2,2024-11-04,2024-11-04
390,Timothy Murphy,East,Medium,1,715.49,715.49,715.49,0,0,2,2024-07-11,2024-07-11
391,Jonathan Spencer,North,High,3,9731.53,29194.59,9763.79,3,3,0,2024-04-01,2024-11-03
392,Stephanie Young,South,Low,1,7227.93,7227.93,7227.93,0,0,2,2024-10-28,2024-10-28
393,Brooke Padilla,East,Medium,0,,0.0,,0,0,1,,
394,Dawn Lopez,East,Medium,2,9302.8,18605.6,9432.86,0,2,2,2024-02-15,2024-04-11
395,Sara Brown,East,Medium,1,8054.89,8054.89,8054.89,1,0,0,2024-09-19,2024-09-19
396,Crystal Gonzalez,East,High,0,,0.0,,0,0,1,,
397,Steve Johnson,North,Medium,0,,0.0,,0,0,1,,
398,William Alexander,East,Medium,0,,0.0,,0,0,2,,
399,Mike Lindsey,West,Medium,0,,0.0,,0,0,1,,
400,Mary Brewer,South,Low,4,5409.5,21637.99,9209.03,2,1,0,2024-02-20,2024-10-28
401,Sabrina Williams,South,Medium,1,1815.27,1815.27,1815.27,1,0,1,2023-12-29,2023-12-29
402,Cynthia Browning,South,Low,2,2871.94,5743.88,4320.66,0,0,2,2024-07-17,2024-10-31
403,Mrs. Kristen Watson,East,High,0,,0.0,,0,0,0,,
404,Richard Cordova,East,High,1,2618.9,2618.9,2618.9,1,0,1,2024-02-18,2024-02-18
405,Travis Hill,South,High,1,9663.3,9663.3,9663.3,1,1,0,2024-06-26,2024-06-26
406,Sharon Walker,East,Low,0,,0.0,,0,0,3,,
407,Steven Griffith,West,High,2,3853.13,7706.26,7128.07,2,0,2,2024-05-30,2024-08-11
408,Sherry Wells,East,Low,2,5862.09,11724.19,7018.96,2,0,0,2023-12-14,2024-07-09
409,Steve Fox,East,Medium,0,,0.0,,0,0,1,,
410,Karen Ramos,North,Medium,0,,0.0,,0,0,0,,
411,Michelle Harding,West,Medium,1,2965.41,2965.41,2965.41,1,0,0,2024-05-11,2024-05-11
412,Sandra Cervantes,West,Low,2,7145.51,14291.02,8796.84,1,0,3,2024-05-15,2024-11-17
413,Judith Mejia,North,High,0,,0.0,,0,0,0,,
414,Jane Garcia,East,Low,1,3554.49,3554.49,3554.49,0,0,1,2024-10-01,2024-10-01
415,Jennifer Murillo,West,Medium,1,3022.37,3022.37,3022.37,1,0,3,2024-10-28,2024-10-28
416,Nicholas Sloan,North,Medium,1,7531.77,7531.77,7531.77,1,0,0,2024-02-24,2024-02-24
417,Jeffery Marquez,North,Low,0,,0.0,,0,0,2,,
418,Christopher Goodwin,West,Low,0,,0.0,,0,0,0,,
419,Heather Baldwin,West,Medium,1,8953.74,8953.74,8953.74,0,0,3,2024-06-23,2024-06-23
420,Mark Weiss,South,High,0,,0.0,,0,0,1,,
421,Jessica Hart,West,Medium,1,9815.7,9815.7,9815.7,0,1,3,2024-11-17,2024-11-17
422,Veronica Ross,North,High,0,,0.0,,0,0,1,,
423,Joshua Ortiz,South,Medium,3,4648.45,13945.34,7153.5,3,0,1,2024-08-08,2024-10-30
424,Bobby Franklin,West,High,2,5415.05,10830.09,9019.9,1,1,0,2024-01-16,2024-08-19
425,Sara Hawkins,South,Medium,0,,0.0,,0,0,1,,
426,Daniel Hickman,North,Medium,0,,0.0,,0,0,0,,
427,Shirley Gordon,East,Medium,0,,0.0,,0,0,2,,
428,Shannon Williams,South,High,1,8825.2,8825.2,8825.2,0,0,1,2024-07-16,2024-07-16
429,Matthew Patel,South,Medium,3,6193.44,18580.32,9355.9,2,1,2,2024-01-14,2024-09-18
430,Joshua Brown,West,High,0,,0.0,,0,0,0,,
431,Sandra Mathis,South,Medium,3,4794.53,14383.59,6655.74,2,0,0,2024-02-19,2024-08-30
432,Madison Gilmore,South,Medium,0,,0.0,,0,0,0,,
433,Amanda Lynch,North,Low,1,6391.3,6391.3,6391.3,0,0,1,2024-02-16,2024-02-16
434,Dr. Shawn Shepard,North,High,1,2428.29,2428.29,2428.29,0,0,3,2024-08-28,2024-08-28
435,Vanessa Kennedy,North,Medium,0,,0.0,,0,0,1,,
436,Connie Burton,West,High,2,4253.19,8506.38,5555.16,2,0,0,2024-04-02,2024-08-28
437,Scott Johnson,South,Low,2,4668.64,9337.27,5192.36,1,0,0,2023-12-01,2024-08-30
438,Robert Lowe,South,High,1,2511.98,2511.98,2511.98,0,0,0,2024-07-31,2024-07-31
439,Laura Fisher,South,Low,1,2480.82,2480.82,2480.82,1,0,1,2024-11-02,2024-11-02
440,Samuel Burns,West,High,0,,0.0,,0,0,1,,
441,Michael Soto,South,Low,0,,0.0,,0,0,2,,
442,Paul Owens,West,High,1,7084.1,7084.1,7084.1,1,0,1,2024-01-18,2024-01-18
443,Michael Rodgers,East,Low,1,2841.25,2841.25,2841.25,0,0,1,2023-12-17,2023-12-17
444,Ronald Bennett,North,Medium,0,,0.0,,0,0,1,,
445,Anthony Hunter,West,Medium,1,1549.96,1549.96,1549.96,0,0,2,2024-05-01,2024-05-01
446,Brandon Snyder,North,Medium,0,,0.0,,0,0,1,,
447,Wanda Carter,South,High,1,8230.38,8230.38,8230.38,0,0,0,2024-06-08,2024-06-08
448,Seth Reyes,North,Medium,1,4091.36,4091.36,4091.36,1,0,1,2024-03-07,2024-03-07
449,Jeffery Thomas,West,Medium,1,4974.08,4974.08,4974.08,1,0,0,2024-05-26,2024-05-26
450,Kaitlyn Bruce,East,Low,1,4766.97,4766.97,4766.97,0,0,0,2024-02-01,2024-02-01
451,Cody Smith,North,Low,1,4123.7,4123.7,4123.7,1,0,0,2024-09-22,2024-09-22
452,John White,South,Low,0,,0.0,,0,0,0,,
453,Patrick Hendricks,South,Medium,2,5728.05,11456.1,5942.18,0,0,0,2024-05-03,2024-11-20
454,Alexis Conway,West,High,2,4605.6,9211.21,8919.97,1,0,1,2024-05-19,2024-08-31
455,Amy Montgomery,South,Low,0,,0.0,,0,0,1,,
456,Nicole Choi,North,Low,0,,0.0,,0,0,0,,
457,Amanda Smith,South,Low,1,3302.83,3302.83,3302.83,1,0,5,2024-10-08,2024-10-08
458,Michael Marshall,South,Medium,3,6883.42,20650.27,8445.78,2,0,0,2024-05-07,2024-11-18
459,Amber Oliver,South,Low,0,,0.0,,0,0,0,,
460,Tina Taylor,East,Low,3,3872.96,11618.87,6739.74,2,0,1,2024-02-20,2024-08-05
461,Tyler Martin,East,Low,1,6353.24,6353.24,6353.24,0,0,1,2024-08-17,2024-08-17
462,Timothy Andrews,East,High,1,9750.32,9750.32,9750.32,0,1,0,2023-12-22,2023-12-22
463,Victoria Butler,South,Low,0,,0.0,,0,0,0,,
464,Joshua Richard,North,Low,1,4875.58,4875.58,4875.58,1,0,1,2024-09-18,2024-09-18
465,Johnathan Frazier,North,Low,0,,0.0,,0,0,0,,
466,Angela Young,South,High,2,3221.64,6443.27,3927.74,1,0,0,2024-04-24,2024-07-04
467,Stanley Rowe,South,Medium,1,2126.21,2126.21,2126.21,1,0,1,2024-05-24,2024-05-24
468,Dawn Hanson,West,High,2,2401.41,4802.81,4613.5,1,0,0,2024-05-06,2024-10-25
469,Beth Maxwell,East,Medium,2,2648.77,5297.54,3176.45,0,0,0,2024-05-21,2024-08-09
470,Tonya Parsons,South,High,2,2196.52,4393.04,3914.0,1,0,1,2024-06-18,2024-10-15
471,William Cook,West,High,1,5555.32,5555.32,5555.32,0,0,0,2024-05-01,2024-05-01
472,Brett Morrison,East,High,1,6168.77,6168.77,6168.77,1,0,1,2024-09-24,2024-09-24
473,Hailey Steele,North,Low,0,,0.0,,0,0,0,,
474,Alyssa Black,East,High,1,8795.33,8795.33,8795.33,1,0,1,2023-12-20,2023-12-20
475,Isaac Hutchinson,North,Low,3,4950.1,14850.29,7181.1,3,0,2,2024-07-16,2024-08-22
476,Carolyn Smith,West,Low,0,,0.0,,0,0,1,,
477,Vanessa Reyes,South,Medium,0,,0.0,,0,0,0,,
478,Carol Ward,East,High,1,7721.13,7721.13,7721.13,1,0,0,2024-11-05,2024-11-05
479,Eric Jones,East,Low,1,2929.82,2929.82,2929.82,0,0,0,2024-02-23,2024-02-23
480,Michelle Young,North,Medium,0,,0.0,,0,0,1,,
481,Jenna Payne,North,Low,3,8481.07,25443.21,9104.14,1,1,2,2023-12-01,2024-02-21
482,Kimberly Owens,North,Medium,1,3150.25,3150.25,3150.25,0,0,1,2023-12-30,2023-12-30
483,Chad Green,West,High,2,8357.85,16715.71,8637.82,1,0,1,2024-02-12,2024-11-13
484,Jason Young,East,Medium,2,4575.39,9150.77,6888.92,2,0,1,2024-07-28,2024-08-24
485,Joseph Pierce,West,Medium,0,,0.0,,0,0,2,,
486,Taylor Molina,South,Low,0,,0.0,,0,0,1,,
487,Margaret Ochoa,South,Low,0,,0.0,,0,0,4,,
488,Travis Murray,South,Medium,2,1420.93,2841.86,1585.55,1,0,0,2024-04-14,2024-09-13
489,Linda Bowers,South,Low,0,,0.0,,0,0,0,,
490,Jacob Lewis,North,Medium,0,,0.0,,0,0,2,,
491,Mr. Vincent Cook PhD,South,Low,1,594.82,594.82,594.82,1,0,4,2024-08-17,2024-08-17
492,April Ray,North,Medium,1,9482.81,9482.81,9482.81,0,1,1,2024-03-28,2024-03-28
493,Michelle Rivera,South,Medium,3,4300.95,12902.84,7730.8,1,0,1,2024-04-09,2024-09-17
494,Steven Ochoa,South,Medium,1,5585.25,5585.25,5585.25,0,0,1,2023-12-09,2023-12-09
495,Bradley Riddle,South,Low,0,,0.0,,0,0,1,,
496,Christopher Calhoun,North,Low,2,3742.88,7485.75,5297.67,1,0,1,2023-12-29,2024-04-18
497,Michelle Guzman,North,Medium,0,,0.0,,0,0,1,,
498,Brian Thompson,South,Low,3,7129.03,21387.1,9534.8,3,1,1,2023-12-27,2024-10-17
499,Mitchell Kim,East,High,0,,0.0,,0,0,0,,
500,Dawn Parrish,North,High,1,9240.92,9240.92,9240.92,1,1,2,2023-12-27,2023-12-27
501,Travis Galloway,South,Medium,1,9636.4,9636.4,9636.4,0,1,0,2024-10-09,2024-10-09
502,Tiffany Kelly,East,Low,1,463.15,463.15,463.15,0,0,1,2024-04-12,2024-04-12
503,Charles Willis,South,High,2,5411.17,10822.34,6850.81,1,0,2,2024-06-16,2024-09-05
504,Victoria Paul,East,High,0,,0.0,,0,0,2,,
505,Lori Olson,East,Medium,3,3664.77,10994.32,5835.83,0,0,0,2024-03-20,2024-07-22
506,Destiny Montgomery,North,Low,1,5776.99,5776.99,5776.99,1,0,1,2024-01-30,2024-01-30
507,Craig Wilkins,East,High,2,9137.2,18274.41,9798.69,0,1,0,2024-03-05,2024-05-31
508,Elizabeth Sullivan,North,Low,0,,0.0,,0,0,4,,
509,Anna Mcdowell,East,High,0,,0.0,,0,0,0,,
510,Samantha Chase,West,Low,0,,0.0,,0,0,0,,
511,Rebecca Murray,East,Medium,1,8287.55,8287.55,8287.55,1,0,0,2024-02-08,2024-02-08
512,Erica Rogers,West,High,1,6572.08,6572.08,6572.08,1,0,2,2024-08-25,2024-08-25
513,Dawn Stevens,North,Medium,3,3486.09,10458.28,4342.14,1,0,1,2024-01-30,2024-06-04
514,Daisy Melton,North,High,1,136.69,136.69,136.69,0,0,1,2024-05-19,2024-05-19
515,Kathryn Bond,North,High,1,5873.63,5873.63,5873.63,1,0,0,2024-02-13,2024-02-13
516,Henry Gilbert,North,Medium,1,7233.76,7233.76,7233.76,0,0,2,2024-05-08,2024-05-08
517,Timothy Murphy,West,Medium,1,8868.4,8868.4,8868.4,0,0,3,2024-05-12,2024-05-12
518,Christopher Turner,East,Low,0,,0.0,,0,0,0,,
519,James Osborne,North,Low,3,3564.7,10694.11,5045.59,2,0,1,2023-12-23,2024-09-09
520,Terry Quinn,West,Medium,1,678.11,678.11,678.11,0,0,0,2024-03-05,2024-03-05
521,Tiffany Hammond,South,High,0,,0.0,,0,0,3,,
522,Danielle Martinez,East,Medium,1,2951.02,2951.02,2951.02,0,0,0,2024-11-04,2024-11-04
523,Thomas Hernandez,North,High,1,9261.44,9261.44,9261.44,0,1,2,2024-05-16,2024-05-16
524,Michelle Bennett MD,North,Low,2,4787.73,9575.47,5085.23,2,0,1,2024-03-19,2024-11-18
525,Brittany Wagner,South,High,1,9476.66,9476.66,9476.66,0,1,1,2024-02-18,2024-02-18
526,Andrew Stone,North,Low,0,,0.0,,0,0,1,,
527,Michelle Thomas,East,High,2,1265.65,2531.3,1976.69,1,0,0,2024-01-08,2024-06-18
528,Pamela Galvan,South,Medium,1,1357.0,1357.0,1357.0,0,0,0,2024-02-15,2024-02-15
529,Tiffany Fields,East,Low,1,701.95,701.95,701.95,0,0,3,2024-03-29,2024-03-29
530,Joanne Wells,West,High,1,922.7,922.7,922.7,0,0,2,2024-04-06,2024-04-06
531,Jennifer Thomas,South,Low,1,2330.47,2330.47,2330.47,1,0,0,2024-03-15,2024-03-15
532,Stephanie Hudson,South,Low,3,5911.99,17735.96,7157.74,0,0,1,2024-04-23,2024-10-14
533,Sonya Phillips,West,Medium,1,2316.97,2316.97,2316.97,0,0,0,2024-03-16,2024-03-16
534,Dwayne Mcdonald,West,Medium,1,8269.02,8269.02,8269.02,1,0,3,2023-11-23,2023-11-23
535,Elizabeth Pena,North,High,0,,0.0,,0,0,2,,
536,Matthew Cook,East,Low,2,1991.03,3982.06,2692.99,2,0,2,2024-09-06,2024-11-04
537,Alexa Shelton,South,Low,3,5134.92,15404.75,6392.35,2,0,0,2024-02-18,2024-05-04
538,Samantha Nelson,North,Medium,0,,0.0,,0,0,1,,
539,Joshua Fox,South,High,1,3952.29,3952.29,3952.29,0,0,1,2024-04-21,2024-04-21
540,Alyssa Bush,East,High,1,31.68,31.68,31.68,0,0,1,2024-03-15,2024-03-15
541,Scott Watson,North,High,3,3487.16,10461.49,6935.92,1,0,3,2024-06-09,2024-09-20
542,Linda Phillips,South,Low,2,3224.15,6448.3,4914.22,1,0,2,2024-02-07,2024-11-17
543,Elizabeth Schultz,West,High,0,,0.0,,0,0,1,,
544,Bruce Thomas,North,Low,0,,0.0,,0,0,2,,
545,Kimberly Moore,East,Low,1,2273.83,2273.83,2273.83,1,0,0,2024-07-09,2024-07-09
546,Amy Allen,West,High,0,,0.0,,0,0,1,,
547,Joshua Alvarado,South,High,1,1138.43,1138.43,1138.43,0,0,1,2024-04-09,2024-04-09
548,Daniel Anderson,East,Low,1,4662.69,4662.69,4662.69,1,0,2,2024-03-13,2024-03-13
549,Stacy Parker,North,Medium,1,5899.61,5899.61,5899.61,1,0,1,2024-04-09,2024-04-09
550,Shannon Torres,South,High,0,,0.0,,0,0,0,,
551,Carol Berg,West,Medium,3,2076.42,6229.27,4183.5,2,0,0,2024-01-21,2024-04-10
552,Jerry Martinez,East,High,1,9805.83,9805.83,9805.83,0,1,1,2023-12-04,2023-12-04
553,Erika Stewart MD,East,Medium,2,7115.61,14231.23,7277.08,1,0,3,2023-12-18,2024-07-25
554,Cody Johnson,West,Low,0,,0.0,,0,0,3,,
555,Nathan Garza,North,Low,2,5728.89,11457.77,5857.3,2,0,2,2024-02-02,2024-03-23
556,Theresa Curry,North,Medium,1,1536.46,1536.46,1536.46,1,0,2,2024-10-06,2024-10-06
557,Lisa Murray,South,Low,2,4330.98,8661.96,5909.94,1,0,0,2024-01-18,2024-07-07
558,Amy Patel,West,High,2,8146.76,16293.51,9730.33,0,1,2,2024-01-29,2024-03-25
559,Kathryn Rice,North,High,1,8011.53,8011.53,8011.53,1,0,3,2024-04-12,2024-04-12
560,Mark Long,East,Low,0,,0.0,,0,0,1,,
561,Stacy Smith,East,High,3,5834.49,17503.48,9228.75,3,1,0,2024-04-10,2024-06-17
562,Kimberly Davidson DDS,South,Low,1,3690.23,3690.23,3690.23,0,0,0,2024-09-23,2024-09-23
563,Michael Nelson,East,Medium,0,,0.0,,0,0,1,,
564,Alicia Gonzalez,East,Low,1,5939.31,5939.31,5939.31,1,0,0,2024-09-02,2024-09-02
565,Mr. Adam Johnson,East,Low,1,3433.1,3433.1,3433.1,1,0,1,2024-03-08,2024-03-08
566,Scott Wilcox,North,High,1,1295.05,1295.05,1295.05,1,0,1,2024-01-07,2024-01-07
567,Rita Myers,North,Low,1,1789.34,1789.34,1789.34,0,0,1,2024-07-21,2024-07-21
568,Annette Adams,South,Medium,1,5059.83,5059.83,5059.83,0,0,3,2024-06-03,2024-06-03
569,Trevor Trevino,North,Low,1,132.06,132.06,132.06,0,0,1,2024-02-26,2024-02-26
570,Tara Bennett,East,Low,0,,0.0,,0,0,2,,
571,Christian Green,East,Low,1,7332.16,7332.16,7332.16,0,0,0,2024-09-11,2024-09-11
572,Stacy Newman,South,Low,1,3145.99,3145.99,3145.99,0,0,1,2024-02-07,2024-02-07
573,David Cochran,South,High,1,3792.94,3792.94,3792.94,1,0,1,2024-08-08,2024-08-08
574,Anna Gibson,West,High,1,433.13,433.13,433.13,0,0,3,2024-10-18,2024-10-18
575,Holly Moore,North,High,0,,0.0,,0,0,1,,
576,Jessica White,South,Medium,0,,0.0,,0,0,1,,
577,Kelly Lee,North,High,0,,0.0,,0,0,1,,
578,Melinda Alvarado,West,Low,1,6709.07,6709.07,6709.07,0,0,1,2023-12-30,2023-12-30
579,Tony Stokes,South,High,2,5910.31,11820.62,5929.0,2,0,0,2024-02-23,2024-08-22
580,Jeff Munoz,West,Low,3,6623.89,19871.68,9753.09,1,2,1,2023-12-25,2024-06-19
581,Tammy Tucker,North,Low,1,5406.76,5406.76,5406.76,0,0,1,2024-08-28,2024-08-28
582,Walter Adams,East,Medium,0,,0.0,,0,0,1,,
583,Victoria Lee,West,Medium,2,3304.37,6608.73,6397.02,1,0,1,2024-06-26,2024-10-09
584,Shannon Moore,North,Medium,0,,0.0,,0,0,2,,
585,Wesley Wallace,North,High,2,4818.32,9636.64,8389.31,2,0,1,2024-04-19,2024-06-15
586,Shane Stein,North,Medium,1,3364.09,3364.09,3364.09,0,0,1,2023-11-29,2023-11-29
587,Ashley Williams,West,Low,1,529.14,529.14,529.14,1,0,0,2024-03-30,2024-03-30
588,Tyler Harrington,West,Medium,0,,0.0,,0,0,0,,
589,Ashley Sutton,West,Low,0,,0.0,,0,0,2,,
590,Connie Palmer,West,Low,0,,0.0,,0,0,1,,
591,David Mcdaniel,South,Medium,1,2903.38,2903.38,2903.38,0,0,0,2024-09-01,2024-09-01
592,Christopher Caldwell,West,High,1,8012.16,8012.16,8012.16,0,0,0,2024-03-21,2024-03-21
593,Erica Marquez,East,Low,2,4352.15,8704.31,8046.96,1,0,2,2024-10-30,2024-11-10
594,Samantha Morgan,South,Medium,2,3110.56,6221.11,5050.63,2,0,1,2023-12-15,2024-11-11
595,Sherry Brown,West,Low,2,7704.51,15409.02,9443.32,1,1,3,2024-01-07,2024-06-27
596,Paul Jackson,East,Medium,0,,0.0,,0,0,1,,
597,Michael Dunn,East,High,2,6452.36,12904.73,8986.3,1,0,2,2024-04-10,2024-04-26
598,Lindsey Green,West,High,0,,0.0,,0,0,0,,
599,Stephanie Miller,South,Low,1,8244.88,8244.88,8244.88,1,0,3,2024-05-15,2024-05-15
600,Bobby Taylor,West,Low,0,,0.0,,0,0,1,,
601,Melissa Ward,East,High,0,,0.0,,0,0,1,,
602,Laura Thomas,West,Low,0,,0.0,,0,0,1,,
603,Daniel Brown,West,High,0,,0.0,,0,0,0,,
604,Ruth Travis,West,Low,0,,0.0,,0,0,1,,
605,Danielle Yang MD,North,High,1,440.31,440.31,440.31,1,0,1,2024-05-09,2024-05-09
606,Nicole Bryant,South,High,0,,0.0,,0,0,1,,
607,Jamie Smith,North,High,0,,0.0,,0,0,1,,
608,Kristy Stephens,North,High,2,1176.52,2353.04,1521.92,1,0,0,2023-12-30,2024-01-25
609,Rachel Townsend,North,High,2,4347.47,8694.93,7579.24,1,0,2,2023-12-28,2024-05-20
610,Wendy Martin,North,High,0,,0.0,,0,0,1,,
611,Sharon Crawford,East,Low,4,4004.44,16017.77,6738.35,3,0,2,2023-11-25,2024-10-28
612,Diane Hart,West,High,1,6390.85,6390.85,6390.85,0,0,0,2024-01-20,2024-01-20
613,Katelyn Farrell,East,Low,1,9265.02,9265.02,9265.02,1,1,1,2023-12-19,2023-12-19
614,James Schmidt,North,High,1,6886.38,6886.38,6886.38,0,0,1,2024-08-06,2024-08-06
615,Samantha Lara,South,High,0,,0.0,,0,0,1,,
616,Charles Martinez,East,High,1,9411.5,9411.5,9411.5,0,1,0,2024-01-30,2024-01-30
617,Amy Perez,South,Medium,0,,0.0,,0,0,0,,
618,Cheryl Hill,East,High,1,2453.74,2453.74,2453.74,0,0,2,2024-06-19,2024-06-19
619,Paul Garza,South,Low,0,,0.0,,0,0,1,,
