customer_id,name,region,stated_risk_level,txn_frequency,avg_txn_amount,total_txn_amount,high_risk_txn_count,large_txn_count,sanction_count,score_high_risk_txns,score_large_txns,score_sanctions,score_stated_level,composite_risk_score,computed_segment
307,Diana Alvarez,North,Medium,1,1105.99,1105.99,1,0,1,10,0,25,12,47,Medium
308,Cynthia Phillips,East,Low,1,7711.75,7711.75,0,0,3,0,0,25,0,25,Low
309,Eric Howell,South,High,1,6343.65,6343.65,1,0,4,10,0,25,25,60,High
310,Diane Owen,East,Medium,1,3349.29,3349.29,1,0,1,10,0,25,12,47,Medium
311,James King,West,Medium,1,9571.68,9571.68,0,1,0,0,12,0,12,24,Low
312,Jessica Lambert,West,Medium,0,,0.0,0,0,2,0,0,25,12,37,Medium
313,Jared Garcia,South,Medium,0,,0.0,0,0,0,0,0,0,12,12,Low
314,Lisa Colon,West,Low,2,7113.41,14226.83,1,1,1,10,12,25,0,47,Medium
315,James Garrett,East,Low,3,8090.54,24271.63,1,0,0,10,0,0,0,10,Low
316,Paul Harmon,East,High,2,2362.39,4724.79,2,0,0,20,0,0,25,45,Medium
317,Kimberly Ramirez,West,Medium,0,,0.0,0,0,2,0,0,25,12,37,Medium
318,Andrea Tanner,West,High,1,4020.19,4020.19,1,0,0,10,0,0,25,35,Medium
319,Shelia Carroll,North,High,2,7068.52,14137.05,1,0,1,10,0,25,25,60,High
320,Renee Lopez,East,High,1,5609.28,5609.28,0,0,0,0,0,0,25,25,Low
321,Kelli Gutierrez,East,Medium,1,6578.16,6578.16,0,0,2,0,0,25,12,37,Medium
322,Erin Fox,East,High,0,,0.0,0,0,0,0,0,0,25,25,Low
323,John Crane,South,Medium,2,5541.02,11082.04,1,0,1,10,0,25,12,47,Medium
324,Adam Hall,North,Medium,0,,0.0,0,0,0,0,0,0,12,12,Low
325,Benjamin Johnston,East,Medium,1,2712.13,2712.13,1,0,0,10,0,0,12,22,Low
326,Maria Martin,South,Low,1,9293.79,9293.79,0,1,1,0,12,25,0,37,Medium
327,Lisa Snyder,West,Low,0,,0.0,0,0,1,0,0,25,0,25,Low
328,Brandon Wright,North,Medium,0,,0.0,0,0,5,0,0,25,12,37,Medium
329,Daniel Boone,West,Low,0,,0.0,0,0,1,0,0,25,0,25,Low
330,Katherine Baker,North,Low,0,,0.0,0,0,0,0,0,0,0,0,Low
331,Melissa Rojas,West,Low,1,1625.93,1625.93,0,0,1,0,0,25,0,25,Low
332,Amber Huff,South,High,0,,0.0,0,0,2,0,0,25,25,50,Medium
333,Christian Escobar,West,High,0,,0.0,0,0,2,0,0,25,25,50,Medium
334,Donna Coleman,West,Low,0,,0.0,0,0,1,0,0,25,0,25,Low
335,Stephen Jackson,South,Medium,1,4011.08,4011.08,0,0,1,0,0,25,12,37,Medium
336,Laura Jimenez,East,High,0,,0.0,0,0,1,0,0,25,25,50,Medium
337,Paul Foley,East,High,1,6501.27,6501.27,0,0,1,0,0,25,25,50,Medium
338,Jason Davis III,East,Low,0,,0.0,0,0,1,0,0,25,0,25,Low
339,James Hunter,North,Medium,1,6276.0,6276.0,0,0,2,0,0,25,12,37,Medium
340,Melissa Garcia,South,Medium,1,4372.02,4372.02,0,0,0,0,0,0,12,12,Low
341,Catherine Ray,East,Medium,0,,0.0,0,0,3,0,0,25,12,37,Medium
342,Trevor Doyle,South,Medium,0,,0.0,0,0,1,0,0,25,12,37,Medium
343,Christopher Anderson,North,Medium,5,5491.6,27458.0,2,0,3,20,0,25,12,57,Medium
344,Sylvia Perez,North,Low,1,9525.79,9525.79,0,1,1,0,12,25,0,37,Medium
345,Amanda Benson,North,Medium,0,,0.0,0,0,2,0,0,25,12,37,Medium
346,John Stephens,West,High,1,3929.07,3929.07,0,0,1,0,0,25,25,50,Medium
347,Sandra Douglas,South,Medium,1,4713.35,4713.35,1,0,3,10,0,25,12,47,Medium
348,Kathleen Collins,South,Medium,1,4915.54,4915.54,1,0,0,10,0,0,12,22,Low
349,Lindsey Tran,East,Medium,1,3433.03,3433.03,1,0,1,10,0,25,12,47,Medium
350,Linda Taylor,North,Low,3,6235.58,18706.74,1,1,1,10,12,25,0,47,Medium
351,Jeremy Blake,South,Low,2,7748.42,15496.85,0,0,1,0,0,25,0,25,Low
352,John Benton,South,Low,1,5055.1,5055.1,0,0,3,0,0,25,0,25,Low
353,Jeremy Meyers,South,Low,0,,0.0,0,0,0,0,0,0,0,0,Low
354,Joanne Beltran,South,Low,0,,0.0,0,0,0,0,0,0,0,0,Low
355,Katie Campbell,North,Low,1,1707.44,1707.44,0,0,2,0,0,25,0,25,Low
356,Dakota Burton,South,High,1,9319.83,9319.83,0,1,1,0,12,25,25,62,High
357,Kathryn Shelton,West,High,1,9995.9,9995.9,1,1,2,10,12,25,25,72,High
358,Eric Ramos,North,Low,1,103.07,103.07,0,0,1,0,0,25,0,25,Low
359,Matthew Reyes,West,Low,0,,0.0,0,0,1,0,0,25,0,25,Low
360,James Green,East,Low,0,,0.0,0,0,2,0,0,25,0,25,Low
361,Lori Harris,East,Medium,0,,0.0,0,0,2,0,0,25,12,37,Medium
362,Barbara Hawkins,South,High,0,,0.0,0,0,0,0,0,0,25,25,Low
363,Mary Cook,North,Low,0,,0.0,0,0,1,0,0,25,0,25,Low
364,Jennifer Hawkins,West,High,2,5942.7,11885.41,1,0,4,10,0,25,25,60,High
365,Veronica Bryant,West,Low,0,,0.0,0,0,0,0,0,0,0,0,Low
366,Michelle Martin,South,Medium,1,130.14,130.14,0,0,1,0,0,25,12,37,Medium
367,Nancy Morales DDS,East,High,0,,0.0,0,0,0,0,0,0,25,25,Low
368,Shannon King,West,Low,3,6657.08,19971.25,0,0,0,0,0,0,0,0,Low
369,Lauren Johnson,West,Low,3,4875.16,14625.48,0,1,1,0,12,25,0,37,Medium
370,Tyrone Peters,South,Low,1,9045.09,9045.09,1,1,1,10,12,25,0,47,Medium
371,Tonya Lane,East,Low,2,5231.96,10463.92,0,0,1,0,0,25,0,25,Low
372,Michael Arnold,North,Medium,1,9017.49,9017.49,1,1,0,10,12,0,12,34,Medium
373,Nicole Reed,North,Low,0,,0.0,0,0,2,0,0,25,0,25,Low
374,Matthew Foster,North,High,2,5565.99,11131.99,1,0,2,10,0,25,25,60,High
375,Juan Cruz DDS,North,Low,1,3321.99,3321.99,0,0,1,0,0,25,0,25,Low
376,Scott Adams,South,Low,2,5034.73,10069.47,0,0,0,0,0,0,0,0,Low
377,Joseph Lowe,North,Low,1,4709.74,4709.74,1,0,2,10,0,25,0,35,Medium
378,Jennifer Rodriguez,East,Medium,1,4558.89,4558.89,1,0,0,10,0,0,12,22,Low
379,Brian Gonzalez,South,Low,1,2697.21,2697.21,1,0,1,10,0,25,0,35,Medium
380,Angela Griffin,East,Medium,0,,0.0,0,0,5,0,0,25,12,37,Medium
381,Amanda Newman,East,Low,3,3808.17,11424.52,2,1,0,20,12,0,0,32,Medium
382,Elizabeth Taylor,East,Low,1,3820.24,3820.24,1,0,1,10,0,25,0,35,Medium
383,Daniel Bishop,West,Low,0,,0.0,0,0,2,0,0,25,0,25,Low
384,Elizabeth Hoffman,South,Low,0,,0.0,0,0,0,0,0,0,0,0,Low
385,Patricia Schwartz,East,High,2,6864.18,13728.37,1,0,0,10,0,0,25,35,Medium
386,Phillip Shelton,East,Medium,0,,0.0,0,0,2,0,0,25,12,37,Medium
387,Ashley Dean,West,Medium,3,5708.38,17125.14,2,0,2,20,0,25,12,57,Medium
388,Michael Thompson,North,Medium,1,9746.91,9746.91,0,1,2,0,12,25,12,49,Medium
389,Michelle Watkins,West,Low,1,1555.02,1555.02,0,0,2,0,0,25,0,25,Low
390,Timothy Murphy,East,Medium,1,715.49,715.49,0,0,2,0,0,25,12,37,Medium
391,Jonathan Spencer,North,High,3,9731.53,29194.59,3,3,0,25,25,0,25,75,High
392,Stephanie Young,South,Low,1,7227.93,7227.93,0,0,2,0,0,25,0,25,Low
393,Brooke Padilla,East,Medium,0,,0.0,0,0,1,0,0,25,12,37,Medium
394,Dawn Lopez,East,Medium,2,9302.8,18605.6,0,2,2,0,24,25,12,61,High
395,Sara Brown,East,Medium,1,8054.89,8054.89,1,0,0,10,0,0,12,22,Low
396,Crystal Gonzalez,East,High,0,,0.0,0,0,1,0,0,25,25,50,Medium
397,Steve Johnson,North,Medium,0,,0.0,0,0,1,0,0,25,12,37,Medium
398,William Alexander,East,Medium,0,,0.0,0,0,2,0,0,25,12,37,Medium
399,Mike Lindsey,West,Medium,0,,0.0,0,0,1,0,0,25,12,37,Medium
400,Mary Brewer,South,Low,4,5409.5,21637.99,2,1,0,20,12,0,0,32,Medium
401,Sabrina Williams,South,Medium,1,1815.27,1815.27,1,0,1,10,0,25,12,47,Medium
402,Cynthia Browning,South,Low,2,2871.94,5743.88,0,0,2,0,0,25,0,25,Low
403,Mrs. Kristen Watson,East,High,0,,0.0,0,0,0,0,0,0,25,25,Low
404,Richard Cordova,East,High,1,2618.9,2618.9,1,0,1,10,0,25,25,60,High
405,Travis Hill,South,High,1,9663.3,9663.3,1,1,0,10,12,0,25,47,Medium
406,Sharon Walker,East,Low,0,,0.0,0,0,3,0,0,25,0,25,Low
407,Steven Griffith,West,High,2,3853.13,7706.26,2,0,2,20,0,25,25,70,High
408,Sherry Wells,East,Low,2,5862.09,11724.19,2,0,0,20,0,0,0,20,Low
409,Steve Fox,East,Medium,0,,0.0,0,0,1,0,0,25,12,37,Medium
410,Karen Ramos,North,Medium,0,,0.0,0,0,0,0,0,0,12,12,Low
411,Michelle Harding,West,Medium,1,2965.41,2965.41,1,0,0,10,0,0,12,22,Low
412,Sandra Cervantes,West,Low,2,7145.51,14291.02,1,0,3,10,0,25,0,35,Medium
413,Judith Mejia,North,High,0,,0.0,0,0,0,0,0,0,25,25,Low
414,Jane Garcia,East,Low,1,3554.49,3554.49,0,0,1,0,0,25,0,25,Low
415,Jennifer Murillo,West,Medium,1,3022.37,3022.37,1,0,3,10,0,25,12,47,Medium
416,Nicholas Sloan,North,Medium,1,7531.77,7531.77,1,0,0,10,0,0,12,22,Low
417,Jeffery Marquez,North,Low,0,,0.0,0,0,2,0,0,25,0,25,Low
418,Christopher Goodwin,West,Low,0,,0.0,0,0,0,0,0,0,0,0,Low
419,Heather Baldwin,West,Medium,1,8953.74,8953.74,0,0,3,0,0,25,12,37,Medium
420,Mark Weiss,South,High,0,,0.0,0,0,1,0,0,25,25,50,Medium
421,Jessica Hart,West,Medium,1,9815.7,9815.7,0,1,3,0,12,25,12,49,Medium
422,Veronica Ross,North,High,0,,0.0,0,0,1,0,0,25,25,50,Medium
423,Joshua Ortiz,South,Medium,3,4648.45,13945.34,3,0,1,25,0,25,12,62,High
424,Bobby Franklin,West,High,2,5415.05,10830.09,1,1,0,10,12,0,25,47,Medium
425,Sara Hawkins,South,Medium,0,,0.0,0,0,1,0,0,25,12,37,Medium
426,Daniel Hickman,North,Medium,0,,0.0,0,0,0,0,0,0,12,12,Low
427,Shirley Gordon,East,Medium,0,,0.0,0,0,2,0,0,25,12,37,Medium
428,Shannon Williams,South,High,1,8825.2,8825.2,0,0,1,0,0,25,25,50,Medium
429,Matthew Patel,South,Medium,3,6193.44,18580.32,2,1,2,20,12,25,12,69,High
430,Joshua Brown,West,High,0,,0.0,0,0,0,0,0,0,25,25,Low
431,Sandra Mathis,South,Medium,3,4794.53,14383.59,2,0,0,20,0,0,12,32,Medium
432,Madison Gilmore,South,Medium,0,,0.0,0,0,0,0,0,0,12,12,Low
433,Amanda Lynch,North,Low,1,6391.3,6391.3,0,0,1,0,0,25,0,25,Low
434,Dr. Shawn Shepard,North,High,1,2428.29,2428.29,0,0,3,0,0,25,25,50,Medium
435,Vanessa Kennedy,North,Medium,0,,0.0,0,0,1,0,0,25,12,37,Medium
436,Connie Burton,West,High,2,4253.19,8506.38,2,0,0,20,0,0,25,45,Medium
437,Scott Johnson,South,Low,2,4668.64,9337.27,1,0,0,10,0,0,0,10,Low
438,Robert Lowe,South,High,1,2511.98,2511.98,0,0,0,0,0,0,25,25,Low
439,Laura Fisher,South,Low,1,2480.82,2480.82,1,0,1,10,0,25,0,35,Medium
440,Samuel Burns,West,High,0,,0.0,0,0,1,0,0,25,25,50,Medium
441,Michael Soto,South,Low,0,,0.0,0,0,2,0,0,25,0,25,Low
442,Paul Owens,West,High,1,7084.1,7084.1,1,0,1,10,0,25,25,60,High
443,Michael Rodgers,East,Low,1,2841.25,2841.25,0,0,1,0,0,25,0,25,Low
444,Ronald Bennett,North,Medium,0,,0.0,0,0,1,0,0,25,12,37,Medium
445,Anthony Hunter,West,Medium,1,1549.96,1549.96,0,0,2,0,0,25,12,37,Medium
446,Brandon Snyder,North,Medium,0,,0.0,0,0,1,0,0,25,12,37,Medium
447,Wanda Carter,South,High,1,8230.38,8230.38,0,0,0,0,0,0,25,25,Low
448,Seth Reyes,North,Medium,1,4091.36,4091.36,1,0,1,10,0,25,12,47,Medium
449,Jeffery Thomas,West,Medium,1,4974.08,4974.08,1,0,0,10,0,0,12,22,Low
450,Kaitlyn Bruce,East,Low,1,4766.97,4766.97,0,0,0,0,0,0,0,0,Low
451,Cody Smith,North,Low,1,4123.7,4123.7,1,0,0,10,0,0,0,10,Low
452,John White,South,Low,0,,0.0,0,0,0,0,0,0,0,0,Low
453,Patrick Hendricks,South,Medium,2,5728.05,11456.1,0,0,0,0,0,0,12,12,Low
454,Alexis Conway,West,High,2,4605.6,9211.21,1,0,1,10,0,25,25,60,High
455,Amy Montgomery,South,Low,0,,0.0,0,0,1,0,0,25,0,25,Low
456,Nicole Choi,North,Low,0,,0.0,0,0,0,0,0,0,0,0,Low
457,Amanda Smith,South,Low,1,3302.83,3302.83,1,0,5,10,0,25,0,35,Medium
458,Michael Marshall,South,Medium,3,6883.42,20650.27,2,0,0,20,0,0,12,32,Medium
459,Amber Oliver,South,Low,0,,0.0,0,0,0,0,0,0,0,0,Low
460,Tina Taylor,East,Low,3,3872.96,11618.87,2,0,1,20,0,25,0,45,Medium
461,Tyler Martin,East,Low,1,6353.24,6353.24,0,0,1,0,0,25,0,25,Low
462,Timothy Andrews,East,High,1,9750.32,9750.32,0,1,0,0,12,0,25,37,Medium
463,Victoria Butler,South,Low,0,,0.0,0,0,0,0,0,0,0,0,Low
464,Joshua Richard,North,Low,1,4875.58,4875.58,1,0,1,10,0,25,0,35,Medium
465,Johnathan Frazier,North,Low,0,,0.0,0,0,0,0,0,0,0,0,Low
466,Angela Young,South,High,2,3221.64,6443.27,1,0,0,10,0,0,25,35,Medium
467,Stanley Rowe,South,Medium,1,2126.21,2126.21,1,0,1,10,0,25,12,47,Medium
468,Dawn Hanson,West,High,2,2401.41,4802.81,1,0,0,10,0,0,25,35,Medium
469,Beth Maxwell,East,Medium,2,2648.77,5297.54,0,0,0,0,0,0,12,12,Low
470,Tonya Parsons,South,High,2,2196.52,4393.04,1,0,1,10,0,25,25,60,High
471,William Cook,West,High,1,5555.32,5555.32,0,0,0,0,0,0,25,25,Low
472,Brett Morrison,East,High,1,6168.77,6168.77,1,0,1,10,0,25,25,60,High
473,Hailey Steele,North,Low,0,,0.0,0,0,0,0,0,0,0,0,Low
474,Alyssa Black,East,High,1,8795.33,8795.33,1,0,1,10,0,25,25,60,High
475,Isaac Hutchinson,North,Low,3,4950.1,14850.29,3,0,2,25,0,25,0,50,Medium
476,Carolyn Smith,West,Low,0,,0.0,0,0,1,0,0,25,0,25,Low
477,Vanessa Reyes,South,Medium,0,,0.0,0,0,0,0,0,0,12,12,Low
478,Carol Ward,East,High,1,7721.13,7721.13,1,0,0,10,0,0,25,35,Medium
479,Eric Jones,East,Low,1,2929.82,2929.82,0,0,0,0,0,0,0,0,Low
480,Michelle Young,North,Medium,0,,0.0,0,0,1,0,0,25,12,37,Medium
481,Jenna Payne,North,Low,3,8481.07,25443.21,1,1,2,10,12,25,0,47,Medium
482,Kimberly Owens,North,Medium,1,3150.25,3150.25,0,0,1,0,0,25,12,37,Medium
483,Chad Green,West,High,2,8357.85,16715.71,1,0,1,10,0,25,25,60,High
484,Jason Young,East,Medium,2,4575.39,9150.77,2,0,1,20,0,25,12,57,Medium
485,Joseph Pierce,West,Medium,0,,0.0,0,0,2,0,0,25,12,37,Medium
486,Taylor Molina,South,Low,0,,0.0,0,0,1,0,0,25,0,25,Low
487,Margaret Ochoa,South,Low,0,,0.0,0,0,4,0,0,25,0,25,Low
488,Travis Murray,South,Medium,2,1420.93,2841.86,1,0,0,10,0,0,12,22,Low
489,Linda Bowers,South,Low,0,,0.0,0,0,0,0,0,0,0,0,Low
490,Jacob Lewis,North,Medium,0,,0.0,0,0,2,0,0,25,12,37,Medium
491,Mr. Vincent Cook PhD,South,Low,1,594.82,594.82,1,0,4,10,0,25,0,35,Medium
492,April Ray,North,Medium,1,9482.81,9482.81,0,1,1,0,12,25,12,49,Medium
493,Michelle Rivera,South,Medium,3,4300.95,12902.84,1,0,1,10,0,25,12,47,Medium
494,Steven Ochoa,South,Medium,1,5585.25,5585.25,0,0,1,0,0,25,12,37,Medium
495,Bradley Riddle,South,Low,0,,0.0,0,0,1,0,0,25,0,25,Low
496,Christopher Calhoun,North,Low,2,3742.88,7485.75,1,0,1,10,0,25,0,35,Medium
497,Michelle Guzman,North,Medium,0,,0.0,0,0,1,0,0,25,12,37,Medium
498,Brian Thompson,South,Low,3,7129.03,21387.1,3,1,1,25,12,25,0,62,High
499,Mitchell Kim,East,High,0,,0.0,0,0,0,0,0,0,25,25,Low
500,Dawn Parrish,North,High,1,9240.92,9240.92,1,1,2,10,12,25,25,72,High
501,Travis Galloway,South,Medium,1,9636.4,9636.4,0,1,0,0,12,0,12,24,Low
502,Tiffany Kelly,East,Low,1,463.15,463.15,0,0,1,0,0,25,0,25,Low
503,Charles Willis,South,High,2,5411.17,10822.34,1,0,2,10,0,25,25,60,High
504,Victoria Paul,East,High,0,,0.0,0,0,2,0,0,25,25,50,Medium
505,Lori Olson,East,Medium,3,3664.77,10994.32,0,0,0,0,0,0,12,12,Low
506,Destiny Montgomery,North,Low,1,5776.99,5776.99,1,0,1,10,0,25,0,35,Medium
507,Craig Wilkins,East,High,2,9137.2,18274.41,0,1,0,0,12,0,25,37,Medium
508,Elizabeth Sullivan,North,Low,0,,0.0,0,0,4,0,0,25,0,25,Low
509,Anna Mcdowell,East,High,0,,0.0,0,0,0,0,0,0,25,25,Low
510,Samantha Chase,West,Low,0,,0.0,0,0,0,0,0,0,0,0,Low
511,Rebecca Murray,East,Medium,1,8287.55,8287.55,1,0,0,10,0,0,12,22,Low
512,Erica Rogers,West,High,1,6572.08,6572.08,1,0,2,10,0,25,25,60,High
513,Dawn Stevens,North,Medium,3,3486.09,10458.28,1,0,1,10,0,25,12,47,Medium
514,Daisy Melton,North,High,1,136.69,136.69,0,0,1,0,0,25,25,50,Medium
515,Kathryn Bond,North,High,1,5873.63,5873.63,1,0,0,10,0,0,25,35,Medium
516,Henry Gilbert,North,Medium,1,7233.76,7233.76,0,0,2,0,0,25,12,37,Medium
517,Timothy Murphy,West,Medium,1,8868.4,8868.4,0,0,3,0,0,25,12,37,Medium
518,Christopher Turner,East,Low,0,,0.0,0,0,0,0,0,0,0,0,Low
519,James Osborne,North,Low,3,3564.7,10694.11,2,0,1,20,0,25,0,45,Medium
520,Terry Quinn,West,Medium,1,678.11,678.11,0,0,0,0,0,0,12,12,Low
521,Tiffany Hammond,South,High,0,,0.0,0,0,3,0,0,25,25,50,Medium
522,Danielle Martinez,East,Medium,1,2951.02,2951.02,0,0,0,0,0,0,12,12,Low
523,Thomas Hernandez,North,High,1,9261.44,9261.44,0,1,2,0,12,25,25,62,High
524,Michelle Bennett MD,North,Low,2,4787.73,9575.47,2,0,1,20,0,25,0,45,Medium
525,Brittany Wagner,South,High,1,9476.66,9476.66,0,1,1,0,12,25,25,62,High
526,Andrew Stone,North,Low,0,,0.0,0,0,1,0,0,25,0,25,Low
527,Michelle Thomas,East,High,2,1265.65,2531.3,1,0,0,10,0,0,25,35,Medium
528,Pamela Galvan,South,Medium,1,1357.0,1357.0,0,0,0,0,0,0,12,12,Low
529,Tiffany Fields,East,Low,1,701.95,701.95,0,0,3,0,0,25,0,25,Low
530,Joanne Wells,West,High,1,922.7,922.7,0,0,2,0,0,25,25,50,Medium
531,Jennifer Thomas,South,Low,1,2330.47,2330.47,1,0,0,10,0,0,0,10,Low
532,Stephanie Hudson,South,Low,3,5911.99,17735.96,0,0,1,0,0,25,0,25,Low
533,Sonya Phillips,West,Medium,1,2316.97,2316.97,0,0,0,0,0,0,12,12,Low
534,Dwayne Mcdonald,West,Medium,1,8269.02,8269.02,1,0,3,10,0,25,12,47,Medium
535,Elizabeth Pena,North,High,0,,0.0,0,0,2,0,0,25,25,50,Medium
536,Matthew Cook,East,Low,2,1991.03,3982.06,2,0,2,20,0,25,0,45,Medium
537,Alexa Shelton,South,Low,3,5134.92,15404.75,2,0,0,20,0,0,0,20,Low
538,Samantha Nelson,North,Medium,0,,0.0,0,0,1,0,0,25,12,37,Medium
539,Joshua Fox,South,High,1,3952.29,3952.29,0,0,1,0,0,25,25,50,Medium
540,Alyssa Bush,East,High,1,31.68,31.68,0,0,1,0,0,25,25,50,Medium
541,Scott Watson,North,High,3,3487.16,10461.49,1,0,3,10,0,25,25,60,High
542,Linda Phillips,South,Low,2,3224.15,6448.3,1,0,2,10,0,25,0,35,Medium
543,Elizabeth Schultz,West,High,0,,0.0,0,0,1,0,0,25,25,50,Medium
544,Bruce Thomas,North,Low,0,,0.0,0,0,2,0,0,25,0,25,Low
545,Kimberly Moore,East,Low,1,2273.83,2273.83,1,0,0,10,0,0,0,10,Low
546,Amy Allen,West,High,0,,0.0,0,0,1,0,0,25,25,50,Medium
547,Joshua Alvarado,South,High,1,1138.43,1138.43,0,0,1,0,0,25,25,50,Medium
548,Daniel Anderson,East,Low,1,4662.69,4662.69,1,0,2,10,0,25,0,35,Medium
549,Stacy Parker,North,Medium,1,5899.61,5899.61,1,0,1,10,0,25,12,47,Medium
550,Shannon Torres,South,High,0,,0.0,0,0,0,0,0,0,25,25,Low
551,Carol Berg,West,Medium,3,2076.42,6229.27,2,0,0,20,0,0,12,32,Medium
552,Jerry Martinez,East,High,1,9805.83,9805.83,0,1,1,0,12,25,25,62,High
553,Erika Stewart MD,East,Medium,2,7115.61,14231.23,1,0,3,10,0,25,12,47,Medium
554,Cody Johnson,West,Low,0,,0.0,0,0,3,0,0,25,0,25,Low
555,Nathan Garza,North,Low,2,5728.89,11457.77,2,0,2,20,0,25,0,45,Medium
556,Theresa Curry,North,Medium,1,1536.46,1536.46,1,0,2,10,0,25,12,47,Medium
557,Lisa Murray,South,Low,2,4330.98,8661.96,1,0,0,10,0,0,0,10,Low
558,Amy Patel,West,High,2,8146.76,16293.51,0,1,2,0,12,25,25,62,High
559,Kathryn Rice,North,High,1,8011.53,8011.53,1,0,3,10,0,25,25,60,High
560,Mark Long,East,Low,0,,0.0,0,0,1,0,0,25,0,25,Low
561,Stacy Smith,East,High,3,5834.49,17503.48,3,1,0,25,12,0,25,62,High
562,Kimberly Davidson DDS,South,Low,1,3690.23,3690.23,0,0,0,0,0,0,0,0,Low
563,Michael Nelson,East,Medium,0,,0.0,0,0,1,0,0,25,12,37,Medium
564,Alicia Gonzalez,East,Low,1,5939.31,5939.31,1,0,0,10,0,0,0,10,Low
565,Mr. Adam Johnson,East,Low,1,3433.1,3433.1,1,0,1,10,0,25,0,35,Medium
566,Scott Wilcox,North,High,1,1295.05,1295.05,1,0,1,10,0,25,25,60,High
567,Rita Myers,North,Low,1,1789.34,1789.34,0,0,1,0,0,25,0,25,Low
568,Annette Adams,South,Medium,1,5059.83,5059.83,0,0,3,0,0,25,12,37,Medium
569,Trevor Trevino,North,Low,1,132.06,132.06,0,0,1,0,0,25,0,25,Low
570,Tara Bennett,East,Low,0,,0.0,0,0,2,0,0,25,0,25,Low
571,Christian Green,East,Low,1,7332.16,7332.16,0,0,0,0,0,0,0,0,Low
572,Stacy Newman,South,Low,1,3145.99,3145.99,0,0,1,0,0,25,0,25,Low
573,David Cochran,South,High,1,3792.94,3792.94,1,0,1,10,0,25,25,60,High
574,Anna Gibson,West,High,1,433.13,433.13,0,0,3,0,0,25,25,50,Medium
575,Holly Moore,North,High,0,,0.0,0,0,1,0,0,25,25,50,Medium
576,Jessica White,South,Medium,0,,0.0,0,0,1,0,0,25,12,37,Medium
577,Kelly Lee,North,High,0,,0.0,0,0,1,0,0,25,25,50,Medium
578,Melinda Alvarado,West,Low,1,6709.07,6709.07,0,0,1,0,0,25,0,25,Low
579,Tony Stokes,South,High,2,5910.31,11820.62,2,0,0,20,0,0,25,45,Medium
580,Jeff Munoz,West,Low,3,6623.89,19871.68,1,2,1,10,24,25,0,59,Medium
581,Tammy Tucker,North,Low,1,5406.76,5406.76,0,0,1,0,0,25,0,25,Low
582,Walter Adams,East,Medium,0,,0.0,0,0,1,0,0,25,12,37,Medium
583,Victoria Lee,West,Medium,2,3304.37,6608.73,1,0,1,10,0,25,12,47,Medium
584,Shannon Moore,North,Medium,0,,0.0,0,0,2,0,0,25,12,37,Medium
585,Wesley Wallace,North,High,2,4818.32,9636.64,2,0,1,20,0,25,25,70,High
586,Shane Stein,North,Medium,1,3364.09,3364.09,0,0,1,0,0,25,12,37,Medium
587,Ashley Williams,West,Low,1,529.14,529.14,1,0,0,10,0,0,0,10,Low
588,Tyler Harrington,West,Medium,0,,0.0,0,0,0,0,0,0,12,12,Low
589,Ashley Sutton,West,Low,0,,0.0,0,0,2,0,0,25,0,25,Low
590,Connie Palmer,West,Low,0,,0.0,0,0,1,0,0,25,0,25,Low
591,David Mcdaniel,South,Medium,1,2903.38,2903.38,0,0,0,0,0,0,12,12,Low
592,Christopher Caldwell,West,High,1,8012.16,8012.16,0,0,0,0,0,0,25,25,Low
593,Erica Marquez,East,Low,2,4352.15,8704.31,1,0,2,10,0,25,0,35,Medium
594,Samantha Morgan,South,Medium,2,3110.56,6221.11,2,0,1,20,0,25,12,57,Medium
595,Sherry Brown,West,Low,2,7704.51,15409.02,1,1,3,10,12,25,0,47,Medium
596,Paul Jackson,East,Medium,0,,0.0,0,0,1,0,0,25,12,37,Medium
597,Michael Dunn,East,High,2,6452.36,12904.73,1,0,2,10,0,25,25,60,High
598,Lindsey Green,West,High,0,,0.0,0,0,0,0,0,0,25,25,Low
599,Stephanie Miller,South,Low,1,8244.88,8244.88,1,0,3,10,0,25,0,35,Medium
600,Bobby Taylor,West,Low,0,,0.0,0,0,1,0,0,25,0,25,Low
601,Melissa Ward,East,High,0,,0.0,0,0,1,0,0,25,25,50,Medium
602,Laura Thomas,West,Low,0,,0.0,0,0,1,0,0,25,0,25,Low
603,Daniel Brown,West,High,0,,0.0,0,0,0,0,0,0,25,25,Low
604,Ruth Travis,West,Low,0,,0.0,0,0,1,0,0,25,0,25,Low
605,Danielle Yang MD,North,High,1,440.31,440.31,1,0,1,10,0,25,25,60,High
606,Nicole Bryant,South,High,0,,0.0,0,0,1,0,0,25,25,50,Medium
607,Jamie Smith,North,High,0,,0.0,0,0,1,0,0,25,25,50,Medium
608,Kristy Stephens,North,High,2,1176.52,2353.04,1,0,0,10,0,0,25,35,Medium
609,Rachel Townsend,North,High,2,4347.47,8694.93,1,0,2,10,0,25,25,60,High
610,Wendy Martin,North,High,0,,0.0,0,0,1,0,0,25,25,50,Medium
611,Sharon Crawford,East,Low,4,4004.44,16017.77,3,0,2,25,0,25,0,50,Medium
612,Diane Hart,West,High,1,6390.85,6390.85,0,0,0,0,0,0,25,25,Low
613,Katelyn Farrell,East,Low,1,9265.02,9265.02,1,1,1,10,12,25,0,47,Medium
614,James Schmidt,North,High,1,6886.38,6886.38,0,0,1,0,0,25,25,50,Medium
